Set_Number,Language,Weighted_Average,S_su,S_aa,S_fa,S_va,S_bu,S_pr,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_cat,S_an,S_gas_h2,S_gas_ch4,S_gas_co2,time
13,Julia,1.075626747,0.011954024,0.005317055,0.098989061,0.011612387,0.013258396,0.015891514,0.274315613,2.37E-07,0.056432593,0.166377331,0.142368538,0.359397944,0.338389593,0.031917548,0.11411565,0.033591499,0.479862544,1.311223499,0.27668448,0.481574222,0.153215533,0.851205923,0.355771244,22.78055621,0.011586225,0.013231149,0.015854028,0.273824484,0.156497253,0.004896941,0.041393007,0.017808256,1.01E-05,1.643378513,0.014112399,0.118391131
14,Julia,0.942696181,0.011956424,0.005312232,0.098203023,0.011568315,0.013302236,0.015789105,0.130229408,2.36E-07,0.053601255,0.134346297,0.111487279,0.325436438,0.304157589,0.027397343,0.088228044,0.028385036,0.411631459,1.014818634,0.234660329,0.374863899,0.12313382,0.68351056,0.28883874,26.23369125,0.011534872,0.013267155,0.015741315,0.12993018,0.124272397,0.003009426,0.039684129,0.021580023,1.04E-05,1.597738993,0.014405528,0.118908451
15,Julia,1.080347099,0.011953655,0.005319324,0.098927796,0.011746829,0.013200852,0.015758632,0.318267228,2.36E-07,0.056200547,0.169950348,0.14865911,0.353932449,0.335847395,0.024654866,0.117570446,0.032901494,0.375478432,1.350325936,0.271029456,0.486676681,0.146795416,0.833075912,0.341687434,26.8059921,0.011721048,0.013174424,0.01572242,0.317712133,0.160104194,0.005244394,0.040400686,0.01846723,1.01E-05,1.642295953,0.014066327,0.235112013
16,Julia,1.056093894,0.011953972,0.005320185,0.09832681,0.011660419,0.013288242,0.01579989,0.268499786,2.36E-07,0.055834025,0.16385769,0.14323312,0.349134568,0.330923282,0.0308093,0.112568009,0.027342335,0.459581892,1.292688954,0.22562293,0.472674319,0.150451418,0.810398663,0.335893429,26.7100289,0.011633737,0.013260504,0.015762036,0.268011519,0.153983346,0.00485294,0.039527749,0.019456735,1.01E-05,1.636266377,0.014108572,0.178238415
17,Julia,1.051738462,0.011953883,0.005320679,0.098674021,0.011705627,0.01325651,0.015977636,0.274617003,2.37E-07,0.055743339,0.164709457,0.144734361,0.336341854,0.315029208,0.028330633,0.115283309,0.027643379,0.424375656,1.323741182,0.227522545,0.480756298,0.147942417,0.814324217,0.333674621,27.23592206,0.011678844,0.013228841,0.015939358,0.274117651,0.154784518,0.004904177,0.037635883,0.018116691,1.02E-05,1.632475278,0.014180383,0.262994538
18,Julia,1.039751192,0.011954325,0.005316508,0.099064038,0.011640847,0.013293737,0.015980516,0.23664342,2.36E-07,0.055868836,0.159530789,0.137593029,0.323622233,0.301830005,0.030401392,0.108355101,0.032009115,0.45703544,1.245184003,0.263275085,0.456208885,0.144882052,0.809423644,0.33869888,22.33323166,0.011613445,0.013265192,0.015941129,0.23620072,0.149657595,0.004535711,0.041121735,0.020549143,1.02E-05,1.636759136,0.014106709,0.122435068
19,Julia,0.982643371,0.011955601,0.005313673,0.098798347,0.011555162,0.013304726,0.015676922,0.151874545,2.36E-07,0.054655756,0.139722089,0.120483024,0.352188432,0.332242258,0.030421018,0.096066919,0.031114932,0.456605124,1.104631041,0.256352772,0.408967748,0.135818418,0.74764213,0.316822958,27.22658599,0.011523328,0.01327129,0.015631704,0.151542008,0.129703879,0.003408709,0.035609814,0.020333984,1.02E-05,1.613978451,0.014319426,0.09685451
20,Julia,1.038685893,0.01195423,0.005317251,0.097856432,0.011619055,0.013273779,0.015732888,0.235181702,2.36E-07,0.055172808,0.161248841,0.139112831,0.342276449,0.322699823,0.031522776,0.110729344,0.027447645,0.469800181,1.272288959,0.227405649,0.467125878,0.150349863,0.804742583,0.334970672,25.05546813,0.0115913,0.013244855,0.015693538,0.23473523,0.151130734,0.004521033,0.039942699,0.0194568,1.01E-05,1.615220044,0.014456136,0.104406574
21,Julia,1.081276243,0.011953806,0.005314133,0.098486059,0.011658575,0.013229775,0.015781924,0.301557424,2.36E-07,0.056225091,0.170258547,0.146039,0.335024127,0.31235313,0.029499422,0.11662657,0.032550766,0.444520403,1.340791751,0.269062975,0.488731288,0.152812681,0.84721456,0.352091286,25.36648542,0.011632798,0.013203093,0.01574539,0.301027568,0.160325454,0.005115259,0.042729604,0.018344656,1.01E-05,1.63802362,0.014188417,0.309204325
22,Julia,0.949632968,0.011955794,0.005315064,0.098164999,0.011543275,0.013260131,0.015580039,0.155795097,2.35E-07,0.054434447,0.142396909,0.118166294,0.300683258,0.282163016,0.028620276,0.092818503,0.02561755,0.427066037,1.067026013,0.211377057,0.394979917,0.130429104,0.698751746,0.294064039,25.01200247,0.011512788,0.013228185,0.015536958,0.155468086,0.132580969,0.003483479,0.039071796,0.018467173,1.03E-05,1.621864942,0.014036355,0.41278437
23,Julia,1.073256441,0.011953714,0.005315657,0.098924953,0.01167729,0.013251145,0.015882107,0.29382769,2.36E-07,0.056216772,0.166727884,0.147690877,0.352878915,0.330177888,0.029755405,0.117423007,0.03174221,0.44753973,1.349556139,0.261320903,0.491327034,0.153013957,0.849100696,0.352062349,23.69367115,0.011650864,0.01322379,0.015844476,0.293299267,0.156785151,0.005058062,0.036418966,0.017403066,1.01E-05,1.637413934,0.014202031,1.009732434
24,Julia,0.94584299,0.01195619,0.005305047,0.098495335,0.011492079,0.013248505,0.0157451,0.136159247,2.36E-07,0.054206243,0.135592853,0.113902724,0.317533027,0.297471811,0.028811818,0.089679819,0.031448184,0.433826732,1.032880802,0.259823609,0.383997275,0.127078579,0.711751612,0.302148245,23.37840486,0.011459462,0.013214202,0.015698312,0.135852099,0.125597623,0.003130299,0.03495018,0.017723956,1.03E-05,1.609529636,0.014290371,0.241973377
25,Julia,1.010251778,0.011954838,0.005319573,0.098629435,0.01155939,0.013259584,0.015782622,0.19522309,2.37E-07,0.055357177,0.152066603,0.130160833,0.320008608,0.299851257,0.031049066,0.103286127,0.030920263,0.465586611,1.186290916,0.25511318,0.438781548,0.142666353,0.783837877,0.328606259,25.23303666,0.011530561,0.013229418,0.01574141,0.194836141,0.142130806,0.004056767,0.038468325,0.019118034,1.02E-05,1.627094282,0.014198422,0.103972755
26,Julia,1.014539498,0.011954388,0.005320045,0.098662065,0.011681617,0.013242177,0.015811367,0.213062791,2.35E-07,0.054867385,0.154452074,0.136647586,0.343883998,0.326133811,0.027044148,0.108396017,0.027214292,0.40568668,1.244844168,0.22389241,0.453026843,0.140958595,0.773820518,0.319831461,25.92679651,0.011652597,0.013212168,0.015770241,0.212642135,0.144397406,0.004275182,0.037426703,0.021799194,1.02E-05,1.614719731,0.014369165,0.25520692
27,Julia,1.083276789,0.011953777,0.005321449,0.098721143,0.011648932,0.013273494,0.016011168,0.273345747,2.36E-07,0.056100849,0.164277224,0.1466515,0.358884931,0.336595407,0.031871832,0.117448144,0.032758121,0.478563289,1.348405223,0.270263791,0.49362877,0.155098822,0.862443138,0.36045702,23.33677431,0.011621762,0.013245254,0.015972069,0.272839088,0.154198183,0.00487777,0.039310617,0.022341176,1.00E-05,1.62882815,0.014394472,0.176103249
28,Julia,1.057790176,0.011953787,0.005314689,0.098900468,0.011702622,0.013275658,0.015934757,0.278554593,2.36E-07,0.056034659,0.163190587,0.146403292,0.332264643,0.310810094,0.028928068,0.114687457,0.030277948,0.43467988,1.318353522,0.249127684,0.478793774,0.148761431,0.825913699,0.34142851,25.15045479,0.011675706,0.013247805,0.015896384,0.278045454,0.153309183,0.004935955,0.035966574,0.019498783,1.01E-05,1.638383851,0.014117081,0.379995746
29,Julia,1.048465822,0.011953821,0.005321845,0.098395546,0.011746828,0.013234344,0.015851172,0.270400841,2.36E-07,0.055660805,0.162743707,0.145805532,0.349095138,0.326840838,0.025325777,0.114646866,0.031520532,0.384158518,1.316140692,0.260592975,0.475131916,0.144218415,0.815490996,0.335950212,25.0667535,0.01171947,0.013206228,0.015812519,0.269900371,0.152772463,0.0048565,0.035047908,0.018726605,1.01E-05,1.629013653,0.014246097,0.252629853
30,Julia,0.956532845,0.011956105,0.005305493,0.098572727,0.011534598,0.013291963,0.015568555,0.147681791,2.36E-07,0.054346954,0.142295459,0.11473966,0.296964206,0.278911022,0.028746923,0.089910387,0.030473442,0.432215272,1.035435134,0.251485166,0.383534049,0.128374147,0.707987073,0.299769019,23.38583602,0.011503784,0.013259571,0.01552501,0.147368241,0.132381201,0.003344999,0.043292951,0.019726462,1.04E-05,1.615569649,0.014175392,0.095262905
31,Julia,0.951375889,0.011955789,0.005306472,0.098868876,0.011587627,0.013271235,0.015801691,0.150845942,2.35E-07,0.054545005,0.139131273,0.118249791,0.314052054,0.294544582,0.027163509,0.092753812,0.029129931,0.408690997,1.067977511,0.239556335,0.392657363,0.12690593,0.708674,0.298701133,24.68095187,0.011556202,0.013238402,0.015756823,0.150520807,0.129300265,0.003397098,0.035701666,0.018622706,1.03E-05,1.622456918,0.014056777,0.116423761
32,Julia,1.08217268,0.011953601,0.00531494,0.09830468,0.011740406,0.01320551,0.015802958,0.344160573,2.36E-07,0.056328427,0.171515672,0.149608657,0.322630522,0.304650279,0.025064803,0.11683099,0.030142571,0.379451955,1.342923338,0.249194801,0.48404866,0.146140483,0.815906105,0.335497501,26.19012936,0.011715276,0.013179727,0.015767542,0.343575176,0.161811285,0.005407241,0.043843784,0.020585402,1.01E-05,1.651364334,0.013865986,0.097722125
33,Julia,1.004803435,0.011955003,0.005316233,0.098620912,0.011607149,0.013297853,0.015904339,0.183487118,2.35E-07,0.054946656,0.150253933,0.127927061,0.342340238,0.322062757,0.029831078,0.101404371,0.0318599,0.44881628,1.165423266,0.262957545,0.428747649,0.138231376,0.773460154,0.326445112,24.88635266,0.011577481,0.013266846,0.015861776,0.18311438,0.14020813,0.003893092,0.038433506,0.019117429,1.02E-05,1.616178844,0.014356118,0.335587192
34,Julia,0.988606834,0.011954735,0.005310255,0.097949817,0.011646412,0.013220358,0.015649159,0.202788197,2.36E-07,0.054977908,0.152905537,0.131528372,0.314353739,0.29145141,0.02618982,0.102877502,0.028178724,0.394153366,1.183634047,0.233374016,0.431485884,0.135905819,0.747713199,0.310363265,23.61725401,0.011617744,0.013190673,0.015608827,0.202391493,0.143036982,0.004151924,0.037846376,0.018745237,1.03E-05,1.625899813,0.014106529,0.180594082
35,Julia,0.955008482,0.011955944,0.005311133,0.097856971,0.011521778,0.013317615,0.015669598,0.143471475,2.35E-07,0.053584719,0.141270043,0.116560098,0.301432175,0.283695188,0.031065627,0.092277103,0.02620373,0.462292433,1.06157503,0.216897482,0.394694754,0.132926135,0.709266279,0.300478901,27.06609425,0.011489719,0.013283811,0.015623949,0.143154192,0.131046558,0.003265878,0.039347825,0.01908044,1.03E-05,1.58968426,0.014616097,0.109604061
36,Julia,1.072627679,0.011953831,0.005315887,0.098173247,0.011646321,0.013243707,0.015804712,0.304774946,2.36E-07,0.056341616,0.168597468,0.145588417,0.359950288,0.337635507,0.030234624,0.114727543,0.029068288,0.452505443,1.31852336,0.240443669,0.48175131,0.151683536,0.824637304,0.34208284,23.40409935,0.011620794,0.013217228,0.015768441,0.304244072,0.158841641,0.005142508,0.041060571,0.017631104,1.01E-05,1.648807118,0.013938271,0.093282791
37,Julia,1.012924042,0.011954653,0.005311708,0.099021933,0.01161165,0.013255611,0.015809723,0.190426312,2.36E-07,0.054951255,0.149269335,0.13280551,0.35687175,0.333903279,0.029275346,0.105009937,0.031384233,0.440469856,1.207843333,0.258130909,0.443036455,0.141439243,0.786473484,0.329175693,22.9723145,0.011581552,0.013224268,0.015766817,0.190034025,0.13915794,0.003986951,0.03583891,0.022250597,1.02E-05,1.612796716,0.014448323,0.098189612
38,Julia,1.031277074,0.011954468,0.005319089,0.099286004,0.011623238,0.013292501,0.015790724,0.225594891,2.36E-07,0.055567203,0.159032605,0.13541947,0.33909143,0.320850281,0.030554793,0.106515567,0.031993417,0.45918082,1.223466507,0.2626726,0.449438401,0.144914623,0.800793029,0.335880485,23.50058494,0.011595558,0.013263625,0.01575135,0.225167927,0.149082191,0.004414072,0.039377958,0.017503035,1.02E-05,1.628943366,0.014217473,0.151398907
39,Julia,1.026632016,0.011954544,0.005312465,0.098851148,0.011612929,0.013251414,0.015902134,0.213764543,2.36E-07,0.055363288,0.15650274,0.134309694,0.317697751,0.296139673,0.029264824,0.105906617,0.032847935,0.441309039,1.217977131,0.270718805,0.446670571,0.141615037,0.796902848,0.334934974,23.59909262,0.011584624,0.013221951,0.015861554,0.21335048,0.146495205,0.004280578,0.041597293,0.021517066,1.01E-05,1.623398849,0.014299276,0.152494624
40,Julia,1.052888073,0.011953772,0.005318427,0.098781623,0.011660468,0.013260248,0.015932013,0.262872462,2.37E-07,0.055427852,0.162498122,0.146743065,0.331288508,0.313570293,0.030367164,0.115138154,0.02874783,0.454288897,1.322616121,0.236579744,0.482965862,0.151220838,0.82779555,0.34116409,24.97521705,0.01163279,0.013231536,0.015892418,0.26237658,0.152362249,0.004798447,0.034907071,0.020108685,1.01E-05,1.617477969,0.014479243,0.308541199
41,Julia,0.966370087,0.011955931,0.00530923,0.098706467,0.011533419,0.013273953,0.015633713,0.146960114,2.36E-07,0.054499897,0.139680183,0.116679627,0.317876565,0.29976898,0.029274032,0.093022668,0.030138728,0.439597816,1.07052618,0.248390769,0.396616769,0.131567959,0.723571069,0.305647755,28.99769711,0.011501896,0.013240858,0.015588976,0.146640883,0.129738736,0.003326735,0.038273137,0.019318277,1.03E-05,1.616059988,0.014212551,0.355891743
42,Julia,0.983899867,0.011955482,0.00531815,0.098642862,0.011596956,0.013249918,0.015589549,0.181580859,2.35E-07,0.05530047,0.151027471,0.121750382,0.348950293,0.327426017,0.027189442,0.096432283,0.030298311,0.409857181,1.107907656,0.24980609,0.407433723,0.131957668,0.731796279,0.30771907,22.58085922,0.011568691,0.01322046,0.015549767,0.181229145,0.141370305,0.003880406,0.043746017,0.017136315,1.03E-05,1.641116628,0.01380667,0.207396784
43,Julia,1.034220803,0.01195407,0.005313468,0.098975265,0.011657619,0.013242291,0.015863534,0.246506671,2.36E-07,0.055396246,0.161609084,0.141645969,0.315835328,0.293048964,0.02863531,0.111204851,0.030690473,0.430815523,1.278624763,0.252409341,0.466224228,0.145728691,0.810682821,0.336369562,22.23393638,0.011630025,0.013213699,0.01582422,0.24604297,0.151555334,0.004644448,0.037732835,0.019054212,1.01E-05,1.621384738,0.014364024,0.354967872
44,Julia,1.063588889,0.011953855,0.00531694,0.099023469,0.011710965,0.013263301,0.01577494,0.298627224,2.36E-07,0.056128746,0.167908206,0.14515387,0.313528501,0.294459277,0.027769208,0.113485212,0.029944494,0.418030144,1.303995858,0.246065864,0.473006896,0.147227453,0.812720209,0.336344995,28.74917895,0.011685149,0.013236631,0.01573853,0.298104081,0.158139789,0.005098951,0.041491614,0.018468787,1.01E-05,1.645509627,0.013957474,0.091288921
45,Julia,1.009454751,0.011954354,0.005315939,0.098959439,0.011718632,0.013245114,0.015766782,0.221549957,2.35E-07,0.054990438,0.156178911,0.137118379,0.342620874,0.320136015,0.025249708,0.107283265,0.029168442,0.381378141,1.232990914,0.239669478,0.446326425,0.137771495,0.769417602,0.318328116,25.45293934,0.011690086,0.013215682,0.015726569,0.22112106,0.146197474,0.004372535,0.035582954,0.018396509,1.02E-05,1.620109367,0.014265266,0.123004302
46,Julia,0.987285783,0.011955193,0.005310641,0.098659441,0.011611994,0.013239201,0.015760054,0.180981866,2.35E-07,0.054872372,0.149603837,0.125395507,0.332304069,0.315242302,0.026753352,0.09831856,0.03090992,0.40417742,1.13112306,0.254887155,0.414413325,0.131869527,0.741291479,0.311466291,24.07326525,0.011582688,0.013208722,0.015718409,0.180618861,0.139719728,0.003863461,0.040755049,0.019466053,1.02E-05,1.623757867,0.014129175,0.136725946
47,Julia,0.977784146,0.011955432,0.005315501,0.098912699,0.011589462,0.013278269,0.015837903,0.179871318,2.35E-07,0.055074881,0.150525166,0.122377181,0.303632924,0.284408621,0.02819297,0.095753496,0.030320908,0.424168725,1.100650574,0.249432425,0.405404923,0.130993751,0.731558581,0.309315846,22.2557065,0.011560805,0.013248318,0.015796899,0.179517845,0.140768846,0.00384608,0.043136351,0.01781364,1.03E-05,1.633045373,0.013947862,0.166932189
48,Julia,0.991225259,0.011955069,0.005311044,0.097939362,0.011614368,0.013279,0.015735235,0.194700438,2.36E-07,0.055093295,0.153771034,0.126979058,0.317979958,0.296669876,0.028876107,0.100580258,0.027346723,0.431837373,1.157054252,0.226405453,0.42456201,0.13702588,0.744999105,0.310742927,24.1652938,0.01158613,0.01324955,0.01569518,0.194324236,0.143961001,0.004056681,0.042401463,0.01804729,1.03E-05,1.63043364,0.014023341,0.090984359
49,Julia,0.989825161,0.011955247,0.00531861,0.098976217,0.011640645,0.013221515,0.015680546,0.188797419,2.35E-07,0.055371393,0.151212707,0.12464918,0.324751004,0.303532187,0.025213266,0.098889618,0.031235659,0.382422666,1.136034896,0.256967889,0.415030045,0.130756112,0.738981663,0.308766268,26.75464751,0.011612278,0.013192125,0.015640539,0.188431793,0.141545325,0.003973489,0.04283075,0.01873836,1.03E-05,1.641457681,0.01382056,0.25483956
50,Julia,0.990890206,0.011954871,0.005314643,0.098668302,0.011625805,0.013246459,0.015867755,0.1848049,2.37E-07,0.054521659,0.149898779,0.129704628,0.317891334,0.298330499,0.028003747,0.103001873,0.027025526,0.419272625,1.184107422,0.222362807,0.433628596,0.136998875,0.752838912,0.311032406,26.46374567,0.011595928,0.013215406,0.01582506,0.184427452,0.139825981,0.003926525,0.038200379,0.020990632,1.03E-05,1.609425304,0.014397193,0.640087175
51,Julia,0.949316753,0.011955959,0.005306867,0.098277931,0.011522557,0.013303181,0.01565316,0.136664531,2.36E-07,0.053404323,0.136476484,0.116448369,0.328066363,0.308965404,0.030386381,0.091719971,0.025876819,0.452403058,1.055997582,0.213424888,0.392078278,0.131548387,0.701984425,0.29544745,27.83152713,0.011489175,0.013268023,0.015605681,0.136349843,0.126222498,0.003136779,0.034608121,0.01928877,1.04E-05,1.585795259,0.014660354,0.235888169
52,Julia,0.990417561,0.011955244,0.005308584,0.098910645,0.011575965,0.013225019,0.01565727,0.186679225,2.37E-07,0.055570984,0.14985546,0.124707222,0.310707811,0.291199429,0.027335631,0.097433419,0.032455511,0.413628621,1.121373576,0.267375187,0.412416065,0.132838424,0.747290457,0.313142565,21.87101686,0.01154757,0.013195428,0.015617059,0.186315317,0.140215619,0.003950071,0.043209162,0.020561512,1.03E-05,1.645402088,0.01378039,0.090120403
53,Julia,1.053411072,0.011953926,0.005314721,0.099109409,0.011724241,0.013245199,0.015871456,0.27213333,2.36E-07,0.055745608,0.16487755,0.143983381,0.363102204,0.341994833,0.026710882,0.114305385,0.029996079,0.402974115,1.31397189,0.246323051,0.475289789,0.145670436,0.814098846,0.335037368,25.96606739,0.011697453,0.013217593,0.015833487,0.271639205,0.154955909,0.004885518,0.037974612,0.01759136,1.01E-05,1.632677098,0.014175729,0.094521901
54,Julia,1.018911065,0.011954401,0.005316597,0.098041458,0.011664653,0.01327261,0.015753206,0.205250616,2.36E-07,0.054631872,0.153935914,0.136500938,0.348789622,0.331615568,0.02889693,0.108612663,0.028003994,0.432581335,1.248124747,0.231720416,0.455477141,0.144388044,0.78678971,0.326439205,28.4436067,0.011635034,0.013241867,0.015711326,0.204836424,0.143707569,0.004180859,0.035295181,0.020427586,1.01E-05,1.602668199,0.014615099,0.155162725
55,Julia,0.962937881,0.011955764,0.0053171,0.098275984,0.011507985,0.013291342,0.015841211,0.157153365,2.35E-07,0.054477734,0.14440102,0.118525382,0.30282965,0.280694787,0.030936495,0.093127864,0.027784005,0.461701197,1.070169459,0.229430822,0.398611438,0.132400591,0.719941609,0.305391084,25.33640269,0.011477673,0.013259405,0.015797524,0.156824379,0.134471597,0.003503112,0.039551327,0.017371983,1.03E-05,1.616415258,0.014195789,0.232549178
56,Julia,1.063203581,0.011953696,0.005319469,0.09891303,0.011684181,0.013232426,0.01576583,0.288632057,2.36E-07,0.055967063,0.164684844,0.148015932,0.323232856,0.302742276,0.028545605,0.116418746,0.029337958,0.428661665,1.337068241,0.241232133,0.486324872,0.151127098,0.828103457,0.341120329,22.45010945,0.011657464,0.013204827,0.015728086,0.288107582,0.154767826,0.005018717,0.03933673,0.022784808,1.01E-05,1.635670807,0.014167649,0.295145824
57,Julia,1.044111278,0.011954224,0.005316792,0.098422998,0.011640507,0.01330346,0.015824722,0.233216898,2.36E-07,0.055269417,0.160863137,0.139209123,0.347638973,0.327193239,0.031145773,0.109371091,0.03065393,0.466688951,1.256783399,0.253267798,0.46066987,0.148024488,0.812804464,0.339503031,25.33714869,0.011612612,0.01327438,0.015785018,0.232772757,0.150739304,0.004510355,0.039375851,0.019417915,1.01E-05,1.616128565,0.014463479,0.224062107
58,Julia,1.088680378,0.011953741,0.005321536,0.0986418,0.011669944,0.013246515,0.015827605,0.313993648,2.36E-07,0.056041907,0.17300773,0.147167712,0.355278901,0.333282061,0.030020125,0.117632621,0.030403577,0.450500263,1.350492229,0.250707868,0.492574965,0.153972507,0.844411592,0.349682154,23.12758583,0.011644435,0.013220102,0.01579138,0.313448207,0.163022472,0.005212025,0.045350603,0.01910593,1.01E-05,1.633013018,0.014263068,0.094001731
59,Julia,0.993468254,0.011954827,0.005317394,0.098692815,0.011656939,0.013202784,0.015687368,0.186766343,2.36E-07,0.055110304,0.147556866,0.130279663,0.310925457,0.290157856,0.025091191,0.103394468,0.032105531,0.381255577,1.18802911,0.264908376,0.432797006,0.134804175,0.765146875,0.316993143,26.28396673,0.011626988,0.013171839,0.015645168,0.186384968,0.137643363,0.003944729,0.036219959,0.021720804,1.03E-05,1.62518526,0.014168829,0.137447366
